"dbms"	"TABLE_SCHEMA"	"TABLE_NAME"	"COLUMN_NAME"	"ORDINAL_POSITION"	"DATA_TYPE"	"CHARACTER_MAXIMUM_LENGTH"	"CONSTRAINT_TYPE"	"REFERENCED_TABLE_SCHEMA"	"REFERENCED_TABLE_NAME"	"REFERENCED_COLUMN_NAME"
"mysql"	"performance_schema"	"threads"	"PROCESSLIST_HOST"	"6"	"varchar"	"60"	\N	\N	\N	\N
"mysql"	"performance_schema"	"threads"	"PROCESSLIST_ID"	"4"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"threads"	"PROCESSLIST_INFO"	"11"	"longtext"	"4294967295"	\N	\N	\N	\N
"mysql"	"performance_schema"	"threads"	"PROCESSLIST_STATE"	"10"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"threads"	"PROCESSLIST_TIME"	"9"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"threads"	"PROCESSLIST_USER"	"5"	"varchar"	"32"	\N	\N	\N	\N
"mysql"	"performance_schema"	"threads"	"RESOURCE_GROUP"	"18"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"threads"	"ROLE"	"13"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"threads"	"THREAD_OS_ID"	"17"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"threads"	"TYPE"	"3"	"varchar"	"10"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_current"	"END_EVENT_ID"	"3"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_current"	"EVENT_NAME"	"4"	"varchar"	"128"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_current"	"NESTING_EVENT_ID"	"11"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_current"	"NESTING_EVENT_TYPE"	"12"	"enum"	"11"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_current"	"SOURCE"	"5"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_current"	"TIMER_END"	"7"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_current"	"TIMER_START"	"6"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_current"	"TIMER_WAIT"	"8"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_current"	"WORK_COMPLETED"	"9"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_current"	"WORK_ESTIMATED"	"10"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history"	"END_EVENT_ID"	"3"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history"	"EVENT_NAME"	"4"	"varchar"	"128"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history"	"NESTING_EVENT_ID"	"11"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history"	"NESTING_EVENT_TYPE"	"12"	"enum"	"11"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history"	"SOURCE"	"5"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history"	"TIMER_END"	"7"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history"	"TIMER_START"	"6"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history"	"TIMER_WAIT"	"8"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history"	"WORK_COMPLETED"	"9"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history"	"WORK_ESTIMATED"	"10"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history_long"	"END_EVENT_ID"	"3"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history_long"	"EVENT_ID"	"2"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history_long"	"EVENT_NAME"	"4"	"varchar"	"128"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history_long"	"NESTING_EVENT_ID"	"11"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history_long"	"NESTING_EVENT_TYPE"	"12"	"enum"	"11"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history_long"	"SOURCE"	"5"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history_long"	"THREAD_ID"	"1"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history_long"	"TIMER_END"	"7"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history_long"	"TIMER_START"	"6"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history_long"	"TIMER_WAIT"	"8"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history_long"	"WORK_COMPLETED"	"9"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_history_long"	"WORK_ESTIMATED"	"10"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_thread_by_event_name"	"AVG_TIMER_WAIT"	"6"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_thread_by_event_name"	"COUNT_STAR"	"3"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_thread_by_event_name"	"MAX_TIMER_WAIT"	"7"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_thread_by_event_name"	"MIN_TIMER_WAIT"	"5"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_thread_by_event_name"	"SUM_TIMER_WAIT"	"4"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_account_by_event_name"	"AVG_TIMER_WAIT"	"7"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_account_by_event_name"	"COUNT_STAR"	"4"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_account_by_event_name"	"MAX_TIMER_WAIT"	"8"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_account_by_event_name"	"MIN_TIMER_WAIT"	"6"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_account_by_event_name"	"SUM_TIMER_WAIT"	"5"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_user_by_event_name"	"AVG_TIMER_WAIT"	"6"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_user_by_event_name"	"COUNT_STAR"	"3"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_user_by_event_name"	"MAX_TIMER_WAIT"	"7"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_user_by_event_name"	"MIN_TIMER_WAIT"	"5"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_user_by_event_name"	"SUM_TIMER_WAIT"	"4"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_host_by_event_name"	"AVG_TIMER_WAIT"	"6"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_host_by_event_name"	"COUNT_STAR"	"3"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_host_by_event_name"	"MAX_TIMER_WAIT"	"7"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_host_by_event_name"	"MIN_TIMER_WAIT"	"5"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_by_host_by_event_name"	"SUM_TIMER_WAIT"	"4"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_global_by_event_name"	"AVG_TIMER_WAIT"	"5"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_global_by_event_name"	"COUNT_STAR"	"2"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_global_by_event_name"	"MAX_TIMER_WAIT"	"6"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_global_by_event_name"	"MIN_TIMER_WAIT"	"4"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_stages_summary_global_by_event_name"	"SUM_TIMER_WAIT"	"3"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"CREATED_TMP_DISK_TABLES"	"26"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"CREATED_TMP_TABLES"	"27"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"CURRENT_SCHEMA"	"13"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"DIGEST"	"11"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"DIGEST_TEXT"	"12"	"longtext"	"4294967295"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"END_EVENT_ID"	"3"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"ERRORS"	"21"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"EVENT_NAME"	"4"	"varchar"	"128"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"LOCK_TIME"	"9"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"MESSAGE_TEXT"	"20"	"varchar"	"128"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"MYSQL_ERRNO"	"18"	"int"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"NESTING_EVENT_ID"	"39"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"NESTING_EVENT_LEVEL"	"41"	"int"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"NESTING_EVENT_TYPE"	"40"	"enum"	"11"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"NO_GOOD_INDEX_USED"	"38"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"NO_INDEX_USED"	"37"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"OBJECT_INSTANCE_BEGIN"	"17"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"OBJECT_NAME"	"16"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"OBJECT_SCHEMA"	"15"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"OBJECT_TYPE"	"14"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"RETURNED_SQLSTATE"	"19"	"varchar"	"5"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"ROWS_AFFECTED"	"23"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"ROWS_EXAMINED"	"25"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"ROWS_SENT"	"24"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"SELECT_FULL_JOIN"	"28"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"SELECT_FULL_RANGE_JOIN"	"29"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"SELECT_RANGE"	"30"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"SELECT_RANGE_CHECK"	"31"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"SELECT_SCAN"	"32"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"SORT_MERGE_PASSES"	"33"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"SORT_RANGE"	"34"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"SORT_ROWS"	"35"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"SORT_SCAN"	"36"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"SOURCE"	"5"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"SQL_TEXT"	"10"	"longtext"	"4294967295"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"TIMER_END"	"7"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"TIMER_START"	"6"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"TIMER_WAIT"	"8"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_current"	"WARNINGS"	"22"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"CREATED_TMP_DISK_TABLES"	"26"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"CREATED_TMP_TABLES"	"27"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"CURRENT_SCHEMA"	"13"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"DIGEST"	"11"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"DIGEST_TEXT"	"12"	"longtext"	"4294967295"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"END_EVENT_ID"	"3"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"ERRORS"	"21"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"EVENT_NAME"	"4"	"varchar"	"128"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"LOCK_TIME"	"9"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"MESSAGE_TEXT"	"20"	"varchar"	"128"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"MYSQL_ERRNO"	"18"	"int"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"NESTING_EVENT_ID"	"39"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"NESTING_EVENT_LEVEL"	"41"	"int"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"NESTING_EVENT_TYPE"	"40"	"enum"	"11"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"NO_GOOD_INDEX_USED"	"38"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"NO_INDEX_USED"	"37"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"OBJECT_INSTANCE_BEGIN"	"17"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"OBJECT_NAME"	"16"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"OBJECT_SCHEMA"	"15"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"OBJECT_TYPE"	"14"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"RETURNED_SQLSTATE"	"19"	"varchar"	"5"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"ROWS_AFFECTED"	"23"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"ROWS_EXAMINED"	"25"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"ROWS_SENT"	"24"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"SELECT_FULL_JOIN"	"28"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"SELECT_FULL_RANGE_JOIN"	"29"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"SELECT_RANGE"	"30"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"SELECT_RANGE_CHECK"	"31"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"SELECT_SCAN"	"32"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"SORT_MERGE_PASSES"	"33"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"SORT_RANGE"	"34"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"SORT_ROWS"	"35"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"SORT_SCAN"	"36"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"SOURCE"	"5"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"SQL_TEXT"	"10"	"longtext"	"4294967295"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"TIMER_END"	"7"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"TIMER_START"	"6"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"TIMER_WAIT"	"8"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history"	"WARNINGS"	"22"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"CREATED_TMP_DISK_TABLES"	"26"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"CREATED_TMP_TABLES"	"27"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"CURRENT_SCHEMA"	"13"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"DIGEST"	"11"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"DIGEST_TEXT"	"12"	"longtext"	"4294967295"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"END_EVENT_ID"	"3"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"ERRORS"	"21"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"EVENT_ID"	"2"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"EVENT_NAME"	"4"	"varchar"	"128"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"LOCK_TIME"	"9"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"MESSAGE_TEXT"	"20"	"varchar"	"128"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"MYSQL_ERRNO"	"18"	"int"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"NESTING_EVENT_ID"	"39"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"NESTING_EVENT_LEVEL"	"41"	"int"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"NESTING_EVENT_TYPE"	"40"	"enum"	"11"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"NO_GOOD_INDEX_USED"	"38"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"NO_INDEX_USED"	"37"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"OBJECT_INSTANCE_BEGIN"	"17"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"OBJECT_NAME"	"16"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"OBJECT_SCHEMA"	"15"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"OBJECT_TYPE"	"14"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"RETURNED_SQLSTATE"	"19"	"varchar"	"5"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"ROWS_AFFECTED"	"23"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"ROWS_EXAMINED"	"25"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"ROWS_SENT"	"24"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"SELECT_FULL_JOIN"	"28"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"SELECT_FULL_RANGE_JOIN"	"29"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"SELECT_RANGE"	"30"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"SELECT_RANGE_CHECK"	"31"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"SELECT_SCAN"	"32"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"SORT_MERGE_PASSES"	"33"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"SORT_RANGE"	"34"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"SORT_ROWS"	"35"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"SORT_SCAN"	"36"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"SOURCE"	"5"	"varchar"	"64"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"SQL_TEXT"	"10"	"longtext"	"4294967295"	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"THREAD_ID"	"1"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"TIMER_END"	"7"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"TIMER_START"	"6"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"TIMER_WAIT"	"8"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_history_long"	"WARNINGS"	"22"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_by_thread_by_event_name"	"AVG_TIMER_WAIT"	"6"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_by_thread_by_event_name"	"COUNT_STAR"	"3"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_by_thread_by_event_name"	"MAX_TIMER_WAIT"	"7"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_by_thread_by_event_name"	"MIN_TIMER_WAIT"	"5"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_by_thread_by_event_name"	"SUM_CREATED_TMP_DISK_TABLES"	"14"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_by_thread_by_event_name"	"SUM_CREATED_TMP_TABLES"	"15"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_by_thread_by_event_name"	"THREAD_ID"	"1"	"bigint"	\N	"PRIMARY KEY"	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_by_account_by_event_name"	"USER"	"1"	"char"	"32"	"UNIQUE"	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_by_account_by_event_name"	"HOST"	"2"	"char"	"60"	"UNIQUE"	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_by_account_by_event_name"	"EVENT_NAME"	"3"	"varchar"	"128"	"UNIQUE"	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_by_user_by_event_name"	"USER"	"1"	"char"	"32"	"UNIQUE"	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_by_user_by_event_name"	"EVENT_NAME"	"2"	"varchar"	"128"	"UNIQUE"	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_by_host_by_event_name"	"HOST"	"1"	"char"	"60"	"UNIQUE"	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_by_host_by_event_name"	"EVENT_NAME"	"2"	"varchar"	"128"	"UNIQUE"	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_global_by_event_name"	"EVENT_NAME"	"1"	"varchar"	"128"	"PRIMARY KEY"	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_by_digest"	"SCHEMA_NAME"	"1"	"varchar"	"64"	"UNIQUE"	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_by_digest"	"DIGEST"	"2"	"varchar"	"64"	"UNIQUE"	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_by_program"	"OBJECT_TYPE"	"1"	"enum"	"9"	"PRIMARY KEY"	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_by_program"	"OBJECT_SCHEMA"	"2"	"varchar"	"64"	"PRIMARY KEY"	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_summary_by_program"	"OBJECT_NAME"	"3"	"varchar"	"64"	"PRIMARY KEY"	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_histogram_global"	"BUCKET_NUMBER"	"1"	"int"	\N	"PRIMARY KEY"	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_histogram_by_digest"	"SCHEMA_NAME"	"1"	"varchar"	"64"	"UNIQUE"	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_histogram_by_digest"	"DIGEST"	"2"	"varchar"	"64"	"UNIQUE"	\N	\N	\N
"mysql"	"performance_schema"	"events_statements_histogram_by_digest"	"BUCKET_NUMBER"	"3"	"int"	\N	"UNIQUE"	\N	\N	\N
"mysql"	"performance_schema"	"events_transactions_current"	"THREAD_ID"	"1"	"bigint"	\N	"PRIMARY KEY"	\N	\N	\N
"mysql"	"performance_schema"	"events_transactions_current"	"EVENT_ID"	"2"	"bigint"	\N	"PRIMARY KEY"	\N	\N	\N
"mysql"	"performance_schema"	"events_transactions_history"	"THREAD_ID"	"1"	"bigint"	\N	"PRIMARY KEY"	\N	\N	\N
